days,Position X (m),Position Y (m),Position Z (m)
230,2792780583741.474,995600249954.9839,-31767978046.07826
231,2792606385781.459,996189964247.519,-31767698768.747463
232,2792432081448.242,996779640522.2472,-31767418282.523174
233,2792257670751.9946,997369278757.9574,-31767136587.456295
234,2792083153702.893,997958878933.4423,-31766853683.597782
235,2791908530311.119,998548441027.4976,-31766569570.99865
236,2791733800586.8584,999137965018.9229,-31766284249.709976
237,2791558964540.302,999727450886.521,-31765997719.782894
238,2791384022181.6455,1000316898609.0984,-31765709981.268597
239,2791208973521.09,1000906308165.4648,-31765421034.218327
240,2791033818568.8403,1001495679534.4337,-31765130878.683395
241,2790858557335.107,1002085012694.8219,-31764839514.715164
242,2790683189830.105,1002674307625.4497,-31764546942.36505
243,2790507716064.054,1003263564305.141,-31764253161.68454
244,2790332136047.179,1003852782712.723,-31763958172.725166
245,2790156449789.71,1004441962827.0266,-31763661975.538525
246,2789980657301.8804,1005031104626.886,-31763364570.176266
247,2789804758593.93,1005620208091.1389,-31763065956.6901
248,2789628753676.103,1006209273198.6268,-31762766135.131798
249,2789452642558.6475,1006798299928.1943,-31762465105.55318
250,2789276425251.818,1007387288258.6898,-31762162868.006134
251,2789100101765.872,1007976238168.9651,-31761859422.542595
252,2788923672111.0737,1008565149637.8754,-31761554769.21456
253,2788747136297.691,1009154022644.2795,-31761248908.074093
254,2788570494335.9966,1009742857167.0398,-31760941839.173298
255,2788393746236.268,1010331653185.0221,-31760633562.564346
256,2788216892008.7886,1010920410677.0957,-31760324078.29947
257,2788039931663.845,1011509129622.1334,-31760013386.430946
258,2787862865211.73,1012097809999.0117,-31759701487.011127
259,2787685692662.74,1012686451786.6104,-31759388380.092407
260,2787508414027.1772,1013275054963.8129,-31759074065.727245
261,2787331029315.348,1013863619509.506,-31758758543.96816
262,2787153538537.5645,1014452145402.5803,-31758441814.867718
263,2786975941704.142,1015040632621.9298,-31758123878.478554
264,2786798238825.4023,1015629081146.4519,-31757804734.853355
265,2786620429911.671,1016217490955.0476,-31757484384.04487
266,2786442514973.2783,1016805862026.6215,-31757162826.105892
267,2786264494020.5605,1017394194340.0815,-31756840061.08929
268,2786086367063.8574,1017982487874.3395,-31756516089.04798
269,2785908134113.514,1018570742608.3103,-31756190910.03494
270,2785729795179.881,1019158958520.9127,-31755864524.1032
271,2785551350273.3125,1019747135591.069,-31755536931.30585
272,2785372799404.168,1020335273797.7048,-31755208131.69604
273,2785194142582.812,1020923373119.7495,-31754878125.32698
274,2785015379819.6133,1021511433536.1357,-31754546912.25193
275,2784836511124.946,1022099455025.7999,-31754214492.524208
276,2784657536509.1885,1022687437567.682,-31753880866.197197
277,2784478455982.7246,1023275381140.7253,-31753546033.324333
278,2784299269555.943,1023863285723.877,-31753209993.95911
279,2784119977239.236,1024451151296.0873,-31752872748.155083
280,2783940579043.0015,1025038977836.3104,-31752534295.965855
281,2783761074977.6426,1025626765323.504,-31752194637.4451
282,2783581465053.5664,1026214513736.6292,-31751853772.646534
283,2783401749281.185,1026802223054.6505,-31751511701.623947
284,2783221927670.916,1027389893256.5365,-31751168424.431175
285,2783042000233.1807,1027977524321.2588,-31750823941.12212
286,2782861966978.4053,1028565116227.7928,-31750478251.750732
287,2782681827917.0215,1029152668955.1176,-31750131356.371025
288,2782501583059.4653,1029740182482.2155,-31749783255.03707
289,2782321232416.1777,1030327656788.0725,-31749433947.802994
290,2782140775997.6045,1030915091851.6785,-31749083434.72298
291,2781960213814.196,1031502487652.0265,-31748731715.851273
292,2781779545876.4067,1032089844168.1133,-31748378791.242172
293,2781598772194.6973,1032677161378.9391,-31748024660.950035
294,2781417892779.532,1033264439263.5079,-31747669325.029274
295,2781236907641.3813,1033851677800.8273,-31747312783.534363
296,2781055816790.7188,1034438876969.9081,-31746955036.519833
297,2780874620238.0234,1035026036749.765,-31746596084.040268
298,2780693317993.779,1035613157119.4163,-31746235926.150314
299,2780511910068.474,1036200238057.8835,-31745874562.90467
300,2780330396472.602,1036787279544.1923,-31745511994.358097
301,2780148777216.661,1037374281557.3715,-31745148220.56541
302,2779967052311.154,1037961244076.4535,-31744783241.581482
303,2779785221766.588,1038548167080.4746,-31744417057.461243
304,2779603285593.4756,1039135050548.4745,-31744049668.259678
305,2779421243802.3345,1039721894459.4965,-31743681074.031834
306,2779239096403.686,1040308698792.5873,-31743311274.832813
307,2779056843408.0566,1040895463526.7976,-31742940270.717773
308,2778874484825.978,1041482188641.1814,-31742568061.741932
309,2778692020667.9863,1042068874114.7964,-31742194647.96056
310,2778509450944.6226,1042655519926.7039,-31741820029.42899
311,2778326775666.432,1043242126055.9688,-31741444206.202606
312,2778143994843.9653,1043828692481.6594,-31741067178.336853
313,2777961108487.7773,1044415219182.848,-31740688945.887234
314,2777778116608.428,1045001706138.6104,-31740309508.909306
315,2777595019216.4824,1045588153328.0256,-31739928867.458687
316,2777411816322.5093,1046174560730.1768,-31739547021.59105
317,2777228507937.0835,1046760928324.1503,-31739163971.362118
318,2777045094070.783,1047347256089.0364,-31738779716.827682
319,2776861574734.1924,1047933544003.9288,-31738394258.043587
320,2776677949937.8994,1048519792047.9249,-31738007595.065727
321,2776494219692.497,1049106000200.1257,-31737619727.950066
322,2776310384008.5835,1049692168439.6359,-31737230656.752613
323,2776126442896.761,1050278296745.5636,-31736840381.529438
324,2775942396367.6377,1050864385097.0208,-31736448902.336674
325,2775758244431.8247,1051450433473.1228,-31736056219.2305
326,2775573987099.939,1052036441852.9889,-31735662332.26716
327,2775389624382.602,1052622410215.7418,-31735267241.50295
328,2775205156290.4404,1053208338540.5079,-31734870946.99423
329,2775020582834.085,1053794226806.4172,-31734473448.797405
330,2774835904024.172,1054380074992.6034,-31734074746.96895
331,2774651119871.341,1054965883078.2036,-31733674841.565384
332,2774466230386.238,1055551651042.3589,-31733273732.64329
333,2774281235579.512,1056137378864.2137,-31732871420.25931
334,2774096135461.819,1056723066522.9164,-31732467904.470142
335,2773910930043.817,1057308713997.6187,-31732063185.332535
336,2773725619336.171,1057894321267.476,-31731657262.903297
337,2773540203349.5493,1058479888311.6476,-31731250137.239296
338,2773354682094.626,1059065415109.2961,-31730841808.397453
339,2773169055582.079,1059650901639.5881,-31730432276.43475
340,2772983323822.592,1060236347881.6936,-31730021541.40822
341,2772797486826.8516,1060821753814.7864,-31729609603.374954
342,2772611544605.551,1061407119418.0437,-31729196462.39211
343,2772425497169.3867,1061992444670.6466,-31728782118.516888
344,2772239344529.0615,1062577729551.7799,-31728366571.806553
345,2772053086695.2817,1063162974040.6318,-31727949822.318424
346,2771866723678.759,1063748178116.3944,-31727531870.10988
347,2771680255490.2085,1064333341758.2633,-31727112715.23835
348,2771493682140.3516,1064918464945.4379,-31726692357.761326
349,2771307003639.9136,1065503547657.1211,-31726270797.736355
350,2771120219999.625,1066088589872.5195,-31725848035.221043
351,2770933331230.22,1066673591570.8436,-31725424070.27305
352,2770746337342.4395,1067258552731.3073,-31724998902.950085
353,2770559238347.0264,1067843473333.1282,-31724572533.30993
354,2770372034254.7305,1068428353355.5277,-31724144961.41041
355,2770184725076.305,1069013192777.7308,-31723716187.30942
356,2769997310822.5093,1069597991578.9662,-31723286211.0649
