days,Position X (m),Position Y (m),Position Z (m)
206,1266341086658.5518,-870437545723.5463,-55678452102.00835
207,1266871158916.5989,-869636858418.0682,-55675311021.798256
208,1267400884559.4338,-868835932831.1376,-55672154669.75752
209,1267930263432.2847,-868034769173.9844,-55668983046.329346
210,1268459295380.5854,-867233367658.0033,-55665796151.96664
211,1268987980249.9766,-866431728494.753,-55662593987.132034
212,1269516317886.305,-865629851895.9563,-55659376552.29789
213,1270044308135.6238,-864827738073.4994,-55656143847.94627
214,1270571950844.1938,-864025387239.4318,-55652895874.568985
215,1271099245858.4827,-863222799605.9663,-55649632632.66752
216,1271626193025.1653,-862419975385.4784,-55646354122.75309
217,1272152792191.124,-861616914790.5062,-55643060345.346634
218,1272679043203.4492,-860813618033.7501,-55639751300.9788
219,1273204945909.439,-860010085328.0724,-55636426990.18993
220,1273730500156.5999,-859206316886.4971,-55633087413.5301
221,1274255705792.6465,-858402312922.2098,-55629732571.55907
222,1274780562665.5022,-857598073648.5573,-55626362464.84632
223,1275305070623.299,-856793599279.047,-55622977093.97105
224,1275829229514.3782,-855988890027.3473,-55619576459.52213
225,1276353039187.29,-855183946107.2867,-55616160562.098175
226,1276876499490.7942,-854378767732.8541,-55612729402.307465
227,1277399610273.86,-853573355118.1979,-55609282980.768005
228,1277922371385.667,-852767708477.6261,-55605821298.10749
229,1278444782675.604,-851961828025.606,-55602344354.96331
230,1278966843993.2705,-851155713976.7639,-55598852151.98255
231,1279488555188.4763,-850349366545.8849,-55595344689.82201
232,1280009916111.242,-849542785947.9122,-55591821969.148155
233,1280530926611.7986,-848735972397.9476,-55588283990.63716
234,1281051586540.5886,-847928926111.2505,-55584730754.97489
235,1281571895748.2654,-847121647303.2379,-55581162262.85689
236,1282091854085.694,-846314136189.4844,-55577578514.988396
237,1282611461403.9512,-845506392985.7212,-55573979512.084335
238,1283130717554.3252,-844698417907.8365,-55570365254.86931
239,1283649622388.3167,-843890211171.8751,-55566735744.07761
240,1284168175757.638,-843081772994.0378,-55563090980.45319
241,1284686377514.2144,-842273103590.6815,-55559430964.74972
242,1285204227510.1833,-841464203178.3186,-55555755697.7305
243,1285721725597.8958,-840655071973.617,-55552065180.16854
244,1286238871629.9148,-839845710193.3995,-55548359412.84651
245,1286755665459.017,-839036118054.644,-55544638396.55675
246,1287272106938.1929,-838226295774.4827,-55540902132.101265
247,1287788195920.6455,-837416243570.2019,-55537150620.29174
248,1288303932259.7925,-836605961659.2422,-55533383861.94951
249,1288819315809.2651,-835795450259.1978,-55529601857.90558
250,1289334346422.909,-834984709587.8159,-55525804609.00062
251,1289849023954.7837,-834173739862.9974,-55521992116.084946
252,1290363348259.1638,-833362541302.7955,-55518164380.01854
253,1290877319190.538,-832551114125.4163,-55514321401.671036
254,1291390936603.6104,-831739458549.2178,-55510463181.92172
255,1291904200353.2996,-830927574792.7102,-55506589721.65954
256,1292417110294.74,-830115463074.5553,-55502701021.783066
257,1292929666283.2812,-829303123613.5662,-55498797083.20053
258,1293441868174.4885,-828490556628.7069,-55494877906.8298
259,1293953715824.1426,-827677762339.0927,-55490943493.5984
260,1294465209088.2407,-826864740963.9888,-55486993844.44346
261,1294976347822.9958,-826051492722.8109,-55483028960.31178
262,1295487131884.8374,-825238017835.1246,-55479048842.15978
263,1295997561130.4114,-824424316520.645,-55475053490.953514
264,1296507635416.5803,-823610388999.2366,-55471042907.66865
265,1297017354600.4238,-822796235490.9126,-55467017093.2905
266,1297526718539.2385,-821981856215.8353,-55462976048.81399
267,1298035727090.5383,-821167251394.3152,-55458919775.243675
268,1298544380112.0542,-820352421246.8108,-55454848273.59372
269,1299052677461.7349,-819537365993.9287,-55450761544.88792
270,1299560618997.747,-818722085856.4227,-55446659590.15966
271,1300068204578.4753,-817906581055.1938,-55442542410.451965
272,1300575434062.5222,-817090851811.2902,-55438410006.81745
273,1301082307308.7085,-816274898345.9062,-55434262380.31834
274,1301588824176.074,-815458720880.3829,-55430099532.02646
275,1302094984523.8765,-814642319636.2072,-55425921463.02325
276,1302600788211.593,-813825694835.0114,-55421728174.399734
277,1303106235098.9197,-813008846698.5735,-55417519667.256546
278,1303611325045.7717,-812191775448.8165,-55413295942.7039
279,1304116057912.284,-811374481307.8082,-55409057001.86162
280,1304620433558.8103,-810556964497.7607,-55404802845.859085
281,1305124451845.9248,-809739225241.0306,-55400533475.8353
282,1305628112634.4214,-808921263760.1182,-55396248892.93881
283,1306131415785.3142,-808103080277.6671,-55391949098.32779
284,1306634361159.838,-807284675016.4647,-55387634093.16995
285,1307136948619.447,-806466048199.441,-55383303878.64261
286,1307639178025.8171,-805647200049.6688,-55378958455.932625
287,1308141049240.8447,-804828130790.3633,-55374597826.23645
288,1308642562126.6472,-804008840644.8816,-55370221990.7601
289,1309143716545.5635,-803189329836.7227,-55365830950.719154
290,1309644512360.1533,-802369598589.527,-55361424707.338745
291,1310144949433.1985,-801549647127.0762,-55357003261.85357
292,1310645027627.7021,-800729475673.2926,-55352566615.50788
293,1311144746806.89,-799909084452.2394,-55348114769.55549
294,1311644106834.209,-799088473688.1198,-55343647725.25974
295,1312143107573.3289,-798267643605.277,-55339165483.89355
296,1312641748888.1418,-797446594428.1938,-55334668046.73936
297,1313140030642.7625,-796625326381.4927,-55330155415.08916
298,1313637952701.5283,-795803839689.9347,-55325627590.24448
