,Position X (m),Position Y (m),Position Z (m)
166,1637860898239.5337,421813732541.0899,-36867082016.10677
167,1637673521692.0796,430777404530.88293,-36658159322.48216
168,1637452630003.6533,439732268340.52234,-36448485899.52225
169,1637198350546.7434,448678173410.92053,-36238068778.51796
170,1636910811336.2827,457614970709.4784,-36026914974.30141
171,1636590141009.8374,466542512728.3233,-35815031484.72789
172,1636236468807.9563,475460653482.2957,-35602425290.16959
173,1635849924554.6763,484369248506.70935,-35389103353.01901
174,1635430638638.3489,493268154854.9919,-35175072617.196
175,1634978741992.956,502157231096.05054,-34960340007.67394
176,1634494366079.4705,511036337311.24524,-34744912430.02067
177,1633977642867.1724,519905335090.8809,-34528796769.94842
178,1633428704814.6733,528764087530.3811,-34311999892.87027
179,1632847684851.0562,537612459226.43835,-34094528643.45914
180,1632234716357.3293,546450316273.11957,-33876389845.213177
181,1631589933148.175,555277526257.8528,-33657590300.030197
182,1630913469453.9663,564093958257.2565,-33438136787.792553
183,1630205459903.0383,572899482832.7894,-33218036065.96313
184,1629466039504.2036,581693972026.211,-32997294869.19275
185,1628695343629.499,590477299354.8463,-32775919908.938786
186,1627893507997.152,599249339806.6549,-32553917873.094765
187,1627060668654.7563,608009969835.1062,-32331295425.63059
188,1626196961962.6409,616759067353.8594,-32108059206.243122
189,1625302524577.4023,625496511731.2589,-31884215830.015907
190,1624377493435.7036,634222183784.7335,-31659771887.082363
191,1623422005738.4111,642935965774.9507,-31434733942.309135
192,1622436198934.6404,651637741399.7637,-31209108534.989628
193,1621420210706.1628,660327395788.1874,-30982902178.53697
194,1620374178952.251,669004815494.2369,-30756121360.188885
195,1619298241774.5908,677669888490.3765,-30528772540.728905
196,1618192537462.0312,686322504160.6835,-30300862154.215485
197,1617057204475.4612,694962553293.969,-30072396607.71513
198,1615892381432.9597,703589928076.8612,-29843382281.041973
199,1614698207095.1895,712204522086.8168,-29613825526.504414
200,1613474820351.0142,720806230285.0441,-29383732668.65873
201,1612222360203.3398,729394949009.3307,-29153110004.070038
202,1610940965755.1748,737970575966.7688,-28921963801.0811
203,1609630776195.9028,746533010226.3749,-28690300299.589336
204,1608291930787.7578,755082152211.6035,-28458125710.832287
205,1606924568852.4658,763617903692.7634,-28225446217.180252
206,1605528829758.1838,772140167779.4476,-27992267971.92954
207,1604104852906.8223,780648848912.8007,-27758597099.117393
208,1602652777721.3223,789143852857.5986,-27524439693.348156
209,1601172743633.1553,797625086694.3137,-27289801819.621292
210,1599664890070.0808,806092458811.1294,-27054689513.16655
211,1598129356444.2095,814545878895.9353,-26819108779.286083
212,1596566282140.4248,822985257928.2556,-26583065593.20597
213,1594975806504.9116,831410508170.9034,-26346565899.93997
214,1593358068833.5605,839821543161.4017,-26109615614.158276
215,1591713208360.4766,848218277703.3799,-25872220620.0583
216,1590041364246.7139,856600627857.965,-25634386771.241165
217,1588342675569.1987,864968510935.1461,-25396119890.594765
218,1586617281309.8271,873321845485.1202,-25157425770.18269
219,1584865320344.745,881660551289.6257,-24918310171.138966
220,1583086931433.8162,889984549353.256,-24678778823.568874
221,1581282253210.2417,898293761894.7614,-24438837426.45272
222,1579451424170.5515,906588112338.4749,-24198491647.54686
223,1577594582664.914,914867525305.5846,-23957747123.308296
224,1575711866887.4546,923131926605.305,-23716609458.82462
225,1573803414866.7822,931381243226.057,-23475084227.745964
226,1571869364456.7295,939615403326.6199,-23233176972.222675
227,1569909853327.2852,947834336227.2493,-22990893202.849174
228,1567925018955.718,956037972400.7753,-22748238398.613552
229,1565914998617.9478,964226243463.727,-22505218006.8525
230,1563879929380.2273,972399082167.4702,-22261837443.214153
231,1561819948090.9456,980556422389.1777,-22018102091.631798
232,1559735191372.33,988698199122.643,-21774017304.30118
233,1557625795612.2546,996824348469.1278,-21529588401.65778
234,1555491896956.2908,1004934807628.2515,-21284820672.359
235,1553333631299.956,1013029514888.8601,-21039719373.273438
236,1551151134281.0815,1021108409619.8577,-20794289729.476345
237,1548944541272.2173,1029171432261.0298,-20548536934.24427
238,1546713987373.3477,1037218524314.0624,-20302466149.04197
239,1544459607404.864,1045249628333.4612,-20056082503.529957
240,1542181535900.5369,1053264687917.4196,-19809391095.57521
241,1539879907100.6423,1061263647698.7374,-19562396991.262238
242,1537554854945.2627,1069246453335.7738,-19315105224.90737
243,1535206513067.758,1077213051503.4281,-19067520799.077164
244,1532835014788.4067,1085163389884.148,-18819648684.61116
245,1530440493108.22,1093097417158.9641,-18571493820.64916
246,1528023080702.9412,1101015082998.5625,-18323061114.66275
247,1525582909917.2847,1108916338054.4233,-18074355442.49114
248,1523120112759.4766,1116801133950.0117,-17825381648.38406
249,1520634820895.9302,1124669423271.8323,-17576144545.05523
250,1518127165645.7993,1132521159560.3198,-17326648913.738514
251,1515597277975.5576,1140356297300.7683,-17076899504.241467
252,1513045288493.759,1148174791914.3154,-16826901035.002645
253,1510471327445.84,1155976599748.9072,-16576658193.15058
254,1507875524709.1528,1163761678070.4783,-16326175634.552187
255,1505258009788.2585,1171529985054.0974,-16075457983.880068
256,1502618911810.2017,1179281479775.0608,-15824509834.684845
257,1499958359519.8752,1187016122200.0496,-15573335749.467075
258,1497276481275.5156,1194733873178.3547,-15321940259.750319
259,1494573405044.332,1202434694433.1636,-15070327866.15597
260,1491849258398.2773,1210118548552.9019,-14818503038.480127
261,1489104168509.958,1217785398982.629,-14566470215.772615
262,1486338262148.6838,1225435210015.4812,-14314233806.418226
263,1483551665676.655,1233067946784.1646,-14061798188.220133
264,1480744505045.2954,1240683575252.5054,-13809167708.485277
265,1477916905791.7847,1248282062207.1018,-13556346684.112022
266,1475068993035.8716,1255863375249.0688,-13303339401.683762
267,1472200891476.846,1263427482785.6963,-13050150117.574327
268,1469312725390.3774,1270974354021.9065,-12796783058.060812
269,1466404618625.1626,1278503958951.6711,-12543242419.431046
270,1463476694599.763,1286016268349.7698,-12289532368.07077
271,1460529076299.809,1293511253763.6306,-12035657040.565475
272,1457561886275.2607,1300988887505.1099,-11781620543.810392
273,1454575246637.7385,1308449142642.2852,-11527426955.122202
274,1451569279057.9272,1315891992991.278,-11273080322.35221
275,1448544104763.0522,1323317413108.113,-11018584664.000603
276,1445499844534.4268,1330725378280.6245,-10763943969.33142
277,1442436618705.0745,1338115864520.4185,-10509162198.487993
278,1439354547157.4316,1345488848554.8955,-10254243282.60878
279,1436253749321.1335,1352844307819.3445,-9999191123.94359
280,1433134344170.8904,1360182220449.1084,-9744009595.970158
281,1429996450224.461,1367502565271.8335,-9488702543.510954
282,1426840185540.745,1374805321799.82,-9233273782.85
283,1423665667718.0703,1382090470222.518,-8977727101.850662
284,1420473013892.7786,1389357991399.134,-8722066260.083061
285,1417262340737.846,1396607866851.0518,-8466294988.964145
286,1414033764461.4082,1403840078754.2568,-8210416991.884682
287,1410787400805.319,1411054609931.7695,-7954435944.340503
288,1407523365043.7407,1418251443846.1472,-7698355494.062252
289,1404241771981.8472,1425430564592.0803,-7442179261.14465
290,1400942735954.634,1432591956889.0435,-7185910838.177688
291,1397626370825.805,1439735606073.984,-6929553790.380221
292,1394292789986.7158,1446861498094.0452,-6673111655.735592
293,1390942106355.3718,1453969619499.3335,-6416587945.128623
294,1387574432375.472,1461059957435.7346,-6159986142.48338
295,1384189880015.5046,1468132499637.79,-5903309704.9011135
296,1380788560767.8967,1475187234421.6375,-5646562062.7978945
297,1377370585648.2183,1482224150678.0234,-5389746620.041471
298,1373936065194.45,1489243237865.396,-5132866754.08678
299,1370485109466.338,1496244486003.0957,-4875925816.110372
300,1367017828044.8618,1503227885664.601,-4618927131.150557
301,1363534330031.6472,1510193427970.7727,-4361873998.244839
302,1360034724048.676,1517141104583.487,-4104769690.553898
303,1356519118238.3108,1524070907699.2725,-3847617455.504632
304,1352987620263.2195,1530982830042.6973,-3590420514.9435453
305,1349440337306.1318,1537876864859.6963,-3333182065.2858086
306,1345877376069.5974,1544753005911.0217,-3075905277.657897
307,1342298842775.8425,1551611247465.823,-2818593298.037994
308,1338704843166.726,1558451584295.3105,-2561249247.3969727
309,1335095482503.7776,1565274011666.4727,-2303876221.840918
310,1331470865568.298,1572078525335.8271,-2046477292.7552571
311,1327831096661.5059,1578865121543.2034,-1789055506.9501882
312,1324176279604.716,1585633797005.5542,-1531613886.8068848
313,1320506517739.5454,1592384548910.802,-1274155430.4237657
314,1316821913928.135,1599117374911.733,-1016683111.7617837
315,1313122570553.4102,1605832273119.97,-759199880.7879155
316,1309408589519.4192,1612529242099.9863,-501708663.62479
317,1305680072251.5278,1619208280863.0156,-244212362.69983917
318,1301937119696.6504,1625869388861.2297,13286143.12273705
319,1298179832323.633,1632512565982.0942,270783998.4088819
320,1294408310123.8438,1639137812542.9326,528278371.0207921
321,1290622652612.018,1645745129285.562,785766451.9732735
322,1286822958827.098,1652334517370.729,1043245455.2792643
323,1283009327332.9077,1658905978372.4202,1300712617.7970126
324,1279181856218.779,1665459514272.2434,1558165199.0837376
325,1275340643100.2183,1671995127453.9214,1815600481.253036
326,1271485785119.6377,1678512820697.8708,2073015768.833261
327,1267617378947.143,1685012597175.845,2330408388.625525
328,1263735520781.3633,1691494460445.621,2587775689.5608406
329,1259840306350.315,1697958414445.7302,2845115042.556421
330,1255931830912.2908,1704404463490.2292,3102423840.3718014
331,1252010189256.781,1710832612263.5415,3359699497.4661784
332,1248075475705.4885,1717242865815.35,3616939449.849415
333,1244127784113.2332,1723635229555.3457,3874141154.9292383
334,1240167207868.8362,1730009709248.1348,4131302091.3718076
335,1236193839896.0542,1736366311008.2275,4388419758.961602
336,1232207772654.4993,1742705041295.078,4645491678.463807
337,1228209098140.5745,1749025906908.261,4902515391.49249
338,1224197907888.5657,1755328914982.9023,5159488460.38298
339,1220174292972.003,1761614072985.2622,5416408468.057117
340,1216138344005.0835,1767881388708.1587,5673273017.875955
341,1212090151143.9495,1774130870266.225,5930079733.490941
342,1208029804087.8762,1780362526091.1914,6186826258.70063
343,1203957392080.4639,1786576364927.2666,6443510257.311885
344,1199873003910.8699,1792772395826.614,6700129413.003256
345,1195776727915.0825,1798950628144.8984,6956681429.189228
346,1191668651977.233,1805111071536.8914,7213164028.885205
347,1187548863530.9485,1811253735952.1567,7469574954.574436
348,1183417449560.819,1817378631630.7915,7725911968.067754
349,1179274496603.7725,1823485769099.0242,7982172850.360288
350,1175120090750.457,1829575159164.9346,8238355401.496324
351,1170954317646.6594,1835646812914.2078,8494457440.431991
352,1166777262494.7085,1841700741705.8914,8750476804.897379
353,1162589010054.8425,1847736957168.1638,9006411351.259962
354,1158389644646.5217,1853755471194.135,9262258954.391754
355,1154179250149.699,1859756295937.7625,9518017507.543657
356,1149957910006.18,1865739443810.0332,9773684922.227325
357,1145725707221.2456,1871704927475.3857,10029259128.09351
358,1141482724365.4106,1877652759848.04,10284738072.797451
359,1137229043576.0852,1883582954088.1348,10540119721.859661
360,1132964746559.1387,1889495523597.831,10795402058.530518
361,1128689914590.43,1895390482017.4736,11050583083.659407
362,1124404628517.3425,1901267843221.8262,11305660815.567533
363,1120108968760.3533,1907127621316.4253,11560633289.924688
364,1115803015314.6921,1912969830633.9695,11815498559.617989
365,1111486847751.9106,1918794485730.6355,12070254694.623137
366,1107160545221.485,1924601601382.5208,12324899781.880442
367,1102824186452.456,1930391192582.133,12579431925.169046
368,1098477849755.0824,1936163274534.902,12833849244.979988
369,1094121613022.5062,1941917862655.709,13088149878.388384
370,1089755553732.4099,1947654972565.4163,13342331978.925009
371,1085379748948.6458,1953374620087.3909,13596393716.448196
372,1080994275322.7998,1959076821244.0176,13850333277.018427
373,1076599209095.6725,1964761592253.2722,14104148862.780186
374,1072194626098.7733,1970428949525.5337,14357838691.853994
375,1067780601756.0358,1976078909660.6929,14611400998.229187
376,1063357211085.7146,1981711489445.25,14864834031.644644
377,1058924528702.2368,1987326705849.2195,15118136057.462347
378,1054482628817.9431,1992924576022.9587,15371305356.543604
379,1050031585244.7972,1998505117294.0923,15624340225.131956
380,1045571471396.152,2004068347164.4795,15877238974.730312
381,1041102360288.4324,2009614283307.137,16129999931.982605
382,1036624324542.8376,2015142943563.2795,16382621438.560547
383,1032137436387.074,2020654345939.421,16635101851.050282
384,1027641767657.1047,2026148508604.511,16887439540.839018
385,1023137389798.9175,2031625449887.109,17139632894.00158
386,1018624373870.3066,2037085188272.5798,17391680311.18648
387,1014102790542.6681,2042527742400.3064,17643580207.501064
388,1009572710102.7964,2047953131060.8945,17895331012.395317
389,1005034202454.6604,2053361373193.3496,18146931169.54458
390,1000487337121.1125,2058752487882.2053,18398379136.733025
391,995932183245.4812,2064126494354.6465,18649673385.74315
392,991368809593.0991,2069483411977.8206,18900812402.256996
393,986797284552.9838,2074823260256.4836,19151794685.76279
394,982217676139.7181,2080146058830.7295,19402618749.453003
395,977630051995.3624,2085451827473.6301,19653283120.116665
396,973034479391.3586,2090740586088.7551,19903786338.022465
397,968431025230.3059,2096012354707.5908,20154126956.80709
398,963819756047.7128,2101267153487.0437,20404303543.36949
399,959200738013.7538,2106505002706.9949,20654314677.76658
400,954574036935.0266,2111725922767.8955,20904158953.109962
401,949939718256.3087,2116929934188.4006,21153834975.463573
402,945297847062.3162,2122117057603.0393,21403341363.742023
403,940648488079.4662,2127287313759.9246,21652676749.60941
404,935991705677.6493,2132440723518.4985,21901839777.37818
405,931327563872.0143,2137577307847.307,22150829103.90745
406,926656126324.7681,2142697087821.783,22399643398.49995
407,921977456346.9764,2147800084622.0078,22648281342.796967
408,917291616900.3246,2152886319530.4028,22896741630.67206
409,912598670598.7585,2157955813929.3455,23145022968.128437
410,907898679709.9882,2163008589298.8887,23393124073.209938
411,903191706157.0933,2168044667214.9116,23641043675.92391
412,898477811520.3875,2173064069347.3862,23888780518.14869
413,893757057039.2845,2178066817458.4739,24136333353.535362
414,889029503614.1171,2183052933400.5403,24383700947.40896
415,884295211807.9086,2188022439114.152,24630882076.671116
416,879554241848.1196,2192975356626.094,24877875529.704773
417,874806653628.3792,2197911708047.4202,25124680106.280655
418,870052506710.2098,2202831515571.539,25371294617.46522
419,865291860324.7504,2207734801472.334,25617717885.529842
420,860524773374.4763,2212621588102.319,25863948743.860992
421,855751304434.9238,2217491897890.8257,26109986036.871292
422,850971511756.4187,2222345753342.226,26355828619.910984
423,846185453265.817,2227183177034.182,26601475359.17925
424,841393186568.2627,2232004191615.9087,26846925131.63434
425,836594768948.9534,2236808819806.4106,27092176824.901302
426,831790257374.8662,2241597084392.64,27337229337.17977
427,826979708496.4302,2246369008227.6533,27582081577.153255
428,822163178649.0725,2251124614228.6973,27826732463.900223
429,817340723854.7047,2255863925375.5635,28071180926.821335
430,812512399823.3835,2260586964709.2114,28315425905.56627
431,807678261955.0801,2265293755330.3574,28559466349.951515
432,802838365341.438,2269984320397.957,28803301219.8742
433,797992764767.4932,2274658683127.644,29046929485.226265
434,793141514713.3657,2279316866790.165,29290350125.810173
435,788284669355.9346,2283958894709.83,29533562131.25607
436,783422282570.4989,2288584790262.9834,29776564500.940197
437,778554407932.4296,2293194576876.4946,30019356243.90436
438,773681098718.8099,2297788278026.2754,30261936378.77632
439,768802407910.0693,2302365917235.8193,30504303933.690983
440,763918388191.6124,2306927518074.7744,30746457946.212128
441,759029091955.4452,2311473104157.531,30988397463.254375
442,754134571301.7782,2316002699141.827,31230121541.008427
443,749234878040.6925,2320516326727.4966,31471629244.86599
444,744330063693.8627,2325014010655.0923,31712919649.332905
445,739420179496.1879,2329495774704.338,31953991837.942368
446,734505276397.2596,2333961642692.514,32194844903.17646
447,729585405062.745,2338411638473.0796,32435477946.401875
448,724660615875.894,2342845785934.5845,32675890077.80818
449,719730958939.1699,2347264108999.61,32916080416.338596
450,714796484075.8938,2351666631623.618,33156048089.615883
451,709857240831.8628,2356053377793.751,33395792233.867535
452,704913278476.9425,2360424371527.6133,33635311993.85184
453,699964646006.6409,2364779636872.0664,33874606522.785084
454,695011392143.6682,2369119197902.037,34113674982.269817
455,690053565339.489,2373443078719.3433,34352516542.223995
456,685091213775.8666,2377751303451.536,34591130380.81063
457,680124385366.397,2382043896250.7407,34829515684.367714
458,675153127757.9908,2386320881292.4946,35067671647.343475
459,670177488332.3857,2390582282774.7505,35305597472.23432
460,665197514207.7073,2394828124916.8604,35543292369.51577
461,660213252240.0275,2399058431958.5444,35780755557.57354
462,655224749024.9486,2403273228158.842,36017986262.63198
463,650232050899.1731,2407472537794.931,36254983718.67811
464,645235203941.9387,2411656385160.8066,36491747167.38875
465,640234253976.3126,2415824794566.0854,36728275858.07125
466,635229246570.5422,2419977790335.1147,36964569047.610695
467,630220227039.5236,2424115396806.172,37200626000.41207
468,625207240446.3093,2428237638330.611,37436445988.3375
469,620190331603.6089,2432344539271.956,37672028290.64193
470,615169545075.2725,2436436124004.978,37907372193.90897
471,610144925177.7625,2440512416914.7646,38142476991.9872
472,605116515981.6187,2444573442395.795,38377341985.92629
473,600084361312.908,2448619224850.9766,38611966483.912796
474,595048504754.6041,2452649788690.6807,38846349801.21291
475,590008989648.0011,2456665158331.9165,39080491260.11553
