,Position X (m),Position Y (m),Position Z (m)
492,-273583483552.40247,-60500728159.84845,6009051351.587785
493,-266970974119.4735,-79449472567.00613,6141494876.024044
494,-259186613692.94537,-98036921924.6173,6247307104.86548
495,-250248896411.276,-116177036965.05591,6325672595.537196
496,-240184427183.21063,-133784635922.81348,6375938075.67418
497,-229027925946.71417,-150776391157.91403,6397625947.292101
498,-216822076025.83322,-167071837573.99084,6390445055.958391
499,-203617213041.58627,-182594363010.34552,6354298258.263612
500,-189470857568.8506,-197272149964.29358,6289286433.628947
501,-174447101629.67297,-211039038971.2652,6195708723.741269
502,-158615865721.18353,-223835286776.19247,6074058941.102145
