,Position X (m),Position Y (m),Position Z (m)
304,-149052697976.99814,-42190258198.082985,-37063311.708154745
305,-138633230914.52768,-64072416608.7222,-36726672.230112456
306,-124574967649.16798,-84271221762.44804,-36473323.21905253
307,-107084315762.50977,-102169502168.31761,-36314011.30838187
308,-86476455550.84004,-117147768406.90173,-36258313.28856515
309,-63190271063.10051,-128603355329.6985,-36313931.24540898
310,-37800904132.76787,-135977787844.03522,-36485643.748806074
311,-11026238893.21627,-138793154788.68185,-36774166.846373096
312,16277550460.205746,-136696690741.2136,-37175336.49619791
313,43136768009.98691,-129510139011.49045,-37679555.70725321
314,68501642386.73024,-117277047213.89655,-38271442.464771345
315,91309454214.00984,-100297931506.53177,-38929929.093303956
316,110564607201.98636,-79142017413.70386,-39629070.901006386
317,125424256176.06088,-54626875385.004814,-40339605.122776076
318,135273506956.61427,-27764217227.406246,-41031102.33458736
319,139774648348.7631,320619520.74946594,-41674383.1709151
320,138881136118.11963,28480431391.13268,-42243737.49362012
321,132816602290.19778,55631857385.2944,-42718569.92545512
322,122027670285.45476,80821498570.96417,-43084249.98729516
323,107123528696.63635,103266171347.76949,-43332158.93904021
324,88814559119.20796,122368177503.9634,-43459139.068346016
325,67858603687.9751,137711085867.07352,-43466623.35593727
326,45019032113.343636,149043083263.76703,-43359673.82162311
327,21035217309.51322,156254306618.4937,-43146073.1102985
328,-3396105013.1688995,159352899782.43427,-42835541.77047404
329,-27631003448.25493,158442749552.43225,-42439103.16184093
330,-51082525810.914246,153704404022.27106,-41968585.403427646
331,-73221026018.21414,145379684161.89505,-41436227.498139165
332,-93572321929.94327,133759910975.86406,-40854337.84234398
333,-111714921845.12225,119177372520.98087,-40235019.08379066
334,-127277203107.7541,101999539507.16254,-39590341.72405589
335,-139935165508.5157,82625521117.75926,-38933334.82781809
336,-149411204252.88138,61484260937.85239,-38277906.432789445
337,-155474266447.87384,39033989994.96753,-37637727.34921716
338,-157941704063.5327,15762474717.241943,-37026223.49504173
339,-156683096224.36804,-7812450380.657745,-36456918.662427746
340,-151626296636.7808,-31142670810.405758,-35943547.23518898
341,-142765916900.7898,-53650654045.03903,-35499865.2670554
342,-130174344008.17317,-74732350642.00699,-35139198.74349744
343,-114015159195.2362,-93763365191.05725,-34873913.03245089
344,-94558406701.9939,-110109905392.99821,-34714925.1113054
345,-72196480588.22774,-123146215345.47217,-34671168.970433
346,-47458408247.40503,-132280146223.34166,-34748893.87159237
347,-21019055336.247425,-136987952184.01479,-34950785.605020635
348,6301502311.030369,-136858004079.83351,-35274998.59430613
349,33553956757.7173,-131640655016.36386,-35714220.61908707
350,59696008334.71947,-121298102745.04721,-36254997.263420776
351,83650917971.28857,-106044626511.65778,-36877596.900526956
352,104385031286.04932,-86365714083.21411,-37556625.633004755
353,120994173505.65257,-63006307185.64945,-38262473.50519914
354,132783457055.17693,-36924578384.20274,-38963460.48350969
355,139324279470.3011,-9216784366.43607,-39628334.51563189
356,140477471075.15878,18972996405.304775,-40228667.805462226
357,136380748466.795,46540951169.26098,-40740751.04309971
358,127407642618.49252,72494785451.51144,-41146730.755587704
359,114110231136.19948,96000245908.07639,-41434928.71134034
360,97158264991.27713,116402364630.60693,-41599494.598792724
361,77284078723.94836,133226047979.56949,-41639647.89643191
362,55238327391.827515,146162776856.7259,-41558750.102283835
363,31757861892.203228,155049939863.0819,-41363377.617221035
364,7544660704.713337,159847840153.15643,-41062469.88926996
365,-16746376584.569458,160617660408.71384,-40666546.576263875
366,-40513192888.59716,157502172272.35492,-40187006.701395206
