,Position X (m),Position Y (m),Position Z (m)
461,1209504671335.907,2982273890508.5645,-20413469482.367573
462,1204535590857.6057,2985066908429.1147,-20368657654.337296
463,1199562893445.122,2987850980927.412,-20323781950.817265
464,1194586596278.4856,2990626105669.7676,-20278842524.88436
465,1189606716527.7053,2993392280357.8486,-20233839529.5662
466,1184623271352.6682,2996149502728.6606,-20188773117.83688
467,1179636277903.0935,2998897770554.549,-20143643442.61655
468,1174645753318.499,3001637081643.1577,-20098450656.77254
469,1169651714728.1619,3004367433837.3623,-20053194913.120415
470,1164654179251.0713,3007088825015.187,-20007876364.42467
471,1159653163995.8777,3009801253089.717,-19962495163.399216
472,1154648686060.8406,3012504716009.0044,-19917051462.70789
473,1149640762533.7693,3015199211755.957,-19871545414.964764
474,1144629410491.936,3017884738348.2256,-19825977172.730972
475,1139614647002.0178,3020561293838.149,-19780346888.513657
476,1134596489120.042,3023228876312.6694,-19734654714.766384
477,1129574953891.3237,3025887483893.2485,-19688900803.88871
478,1124550058350.4082,3028537114735.792,-19643085308.225792
479,1119521819521.0232,3031177767030.5845,-19597208380.06875
480,1114490254416.0493,3033809439002.215,-19551270171.656467
481,1109455380037.4905,3036432128909.443,-19505270835.178314
482,1104417213376.3916,3039045835044.994,-19459210522.774014
483,1099375771412.6953,3041650555735.389,-19413089386.528534
484,1094331071115.1266,3044246289340.8936,-19366907578.46709
485,1089283129441.1338,3046833034255.509,-19320665250.553684
486,1084231963336.8505,3049410788906.937,-19274362554.691566
487,1079177589737.0586,3051979551756.5244,-19227999642.7242
488,1074120025565.1506,3054539321299.183,-19181576666.436596
489,1069059287733.0835,3057090096063.284,-19135093777.556484
490,1063995393141.2997,3059631874610.549,-19088551127.751427
491,1058928358678.6772,3062164655535.991,-19041948868.62823
492,1053858201222.4825,3064688437467.8325,-18995287151.733406
